"Codigo"|"Estado"|"Cod. Proveedor"|"Proveedor"|"Nombre"|"Descripcion"|"Marca"|"Precio final"|"Precio super"|"Stock"
"FRE10025"|"oculto"|"33"|"Gallinas Libres"|"Pollo de campo organico"|"1/2 Pollo de campo organico x 1200 gr. aprox envasados al vacio y freezado"|"Cooperativa Mainumbi"|"0.0"|"0.0"|""
"TIE00032"|"oculto"|"86"|"Universidad del Hacer"|"CAJA DE HERRAMIENTAS 2016"|"Publicación que reúne materiales producidos durante el primer año de existencia de la Tecnicatura en Gestión Social de la Universidad del Hacer. (50 pgs)"|"Universidad del Hacer"|"0.0"|"0.0"|""
"ALM45003"|"oculto"|"13"|"Patricio Delgado"|"Galletitas rellenas frutilla 110gr."|""|"Smams"|"0.0"|"29.0"|""
"ALM45004"|"oculto"|"13"|"Patricio Delgado"|"Polvorones Coco 130 grs."|"Smams"|"Smams"|"0.0"|"18.0"|""
"ALM45006"|"oculto"|"13"|"Patricio Delgado"|"Rebozador 450 g"|""|"Aglu"|"0.0"|"0.0"|""
"ALM45005"|"oculto"|"13"|"Patricio Delgado"|"Polvorones 130 grs."|""|"Smams"|"0.0"|"26.0"|""
"ALM36027"|"oculto"|"65"|"Artemio"|"Vino Blanco dulce viognier"|""|"Finca Las Moras"|"0.0"|"0.0"|""
"ALM36028"|"oculto"|"65"|"Artemio"|"vino Malbec"|""|"Portillo"|"0.0"|"127.2"|""
"ALM36029"|"oculto"|"65"|"Artemio"|"Vino Cabernet Sauvignon"|""|"Portillo"|"0.0"|"104.33"|""
"ALM36030"|"oculto"|"65"|"Artemio"|"vino Malbec"|""|"Imago"|"0.0"|"179.7"|""
"FRE11004"|"oculto"|"36"|"Cotar"|"Yoghurt pote frutilla descremado 160 g"|""|"Cotar"|"13.85"|"0.0"|""
"ALM36031"|"oculto"|"65"|"Artemio"|"Vino Cabernet Sauvignon"|""|"Imago"|"0.0"|"164.99"|""
"FRE11005"|"oculto"|"36"|"Cotar"|"Yoghurt pote vainilla descremado 160 g"|""|"Cotar"|"13.85"|"0.0"|""
"FRE11006"|"oculto"|"36"|"Cotar"|"Yoghurt descremado vainilla con cereales 165 gr"|""|"Cotar"|"0.0"|"20.85"|""
"ALM36032"|"oculto"|"65"|"Artemio"|"Aperitivo Vermut x 950 cc"|""|"Cinzano"|"78.34"|"95.3"|""
"CAN02016"|"activo"|"85"|"MAI FYV"|"Canasta de verduras grande (13 productos)"|"Rucula 1 atado Ajo 1 cabeza Batata 1 kilo Calabaza 1 batata 1 k unidad Cebolla 1 kilo Choclo 2 unidades Huevo 1/2 docena Papa 1 kilo Perejil 1 atado Pimiento verde 2 unidades Puerro 1/2 atado Tomate 1 kilo Zanahoria 1 kilo"|"Misión Verde"|"333.78"|"487.19"|""
"CAN02017"|"oculto"|"85"|"MAI FYV"|"Canasta de verduras pequeña ""Revolucion"" (10 items)"|"Ajo 1 unidad Aromaticas (oregano, puerro) 1 atado Batata 1/2 kilo Rucula 1 atado Calabaza 1 unidad Papa 1 kilo Cebolla 1 kilo Pimiento 2 unidades Zanahoria 1/2 kilo Huevo 1/2 docena Chaucha 1/2 kilo"|"MAI FYV"|"0.0"|"0.0"|""
"TIE00033"|"oculto"|"83"|"Macetas Nindé"|"Maceta N° 14: Frida"|"Barnizadas para exterior o interior. Altura:13cm. Diámetro:14cm. Facebook: @nindemacetas"|"Macetas Nindé"|"0.0"|"0.0"|""
"TIE00034"|"oculto"|"83"|"Macetas Nindé"|"Maceta N° 14: a rayas"|"Barnizadas para exterior o interior.Altura:13cm.Diámetro:14cm.Facebook/Nindé"|"Macetas Nindé"|"0.0"|"0.0"|""
"TIE00035"|"oculto"|"83"|"Macetas Nindé"|"Maceta N° 14: Fidel"|"Barnizadas para exterior o interior.Altura:13cm.Diámetro:14cm.Facebook/Nindé"|"Macetas Nindé"|"0.0"|"0.0"|""
"CAN02015"|"activo"|"85"|"MAI FYV"|"Canasta de verdura chica (9 productos)"|"Ajo 1 cabeza Calabaza 1 unidad Batata 1/2 k Cebolla 1 kilo Choclo 2 unidades Huevo ½ docena Papa 1 kilo Batata 1/2 k Pimiento verde 2 unidades Tomate 1/2 kilo Zanahoria 1/2 kilo"|"Misión Verde"|"246.12"|"359.59"|""
"ALM14023"|"oculto"|"42"|"Felix Alberto Romero"|"Aceitunas negras N° 1 500 g"|""|"Gemma"|"79.2"|"0.0"|""
"CAN02018"|"oculto"|"85"|"MAI FYV"|"Canasta de fruta pequeña"|""|"MAI FYV"|"0.0"|"152.5"|""
"CAN02014"|"activo"|"85"|"MAI FYV"|"Canasta de frutas chica (4 productos)"|"naranja 1 kilo banana 1 kilo manzana roja 1 kilo mandarina 1/2 kilo"|"Misión Verde"|"129.53"|"151.25"|""
"FRE10026"|"activo"|"84"|"Pastas Garcia"|"Ravioles ricota 1 K"|""|"Pastas Garcia"|"138.6"|"140.0"|""
"ALM49020"|"activo"|"11"|"Fargo"|"Pan cinco semillas esenciales 400 g"|""|"Don Yeyo"|"68.4"|"92.62"|""
"ALM49021"|"oculto"|"11"|"Fargo"|"Tortillinas x 8 unidades"|"Dobladitas x 8 unidades Noly"|"Noly"|"0.0"|"0.0"|""
"ALM49022"|"oculto"|"11"|"Fargo"|"Pionono x 200 g"|""|"Don Yeyo"|"32.06"|"36.39"|""
"ALM49023"|"oculto"|"11"|"Fargo"|"Vainillas x 12 unidades"|""|"Don Yeyo"|"27.6"|"35.85"|""
"FRE10027"|"activo"|"84"|"Pastas Garcia"|"Tallarines al huevo 1/2 K"|""|"Pastas Garcia"|"49.5"|"50.0"|""
"ALM25045"|"activo"|"73"|"Agricultores Federados"|"Lata de Arvejas 350 g"|"Agricultores Federados Argentinos"|"Del Agricultor"|"15.25"|"23.49"|""
"ALM25046"|"activo"|"73"|"Agricultores Federados"|"Arroz pulido largo fino 00000"|"Agricultores Federados Argentinos"|"Sabroz"|"34.39"|"37.99"|""
"ALM25047"|"oculto"|"73"|"Agricultores Federados"|"Vinagre de manzana 500 cc"|"Agricultores Federados Argentinos"|"Zanoni"|"15.12"|"48.35"|""
"ALM25048"|"oculto"|"73"|"Agricultores Federados"|"Vinagre de alcohol 500 cc"|"Agricultores Federados Argentinos"|"Zanoni"|"19.41"|"27.83"|""
"ALM25049"|"oculto"|"73"|"Agricultores Federados"|"Lata de choclo crema 350 g"|"Agricultores Federados Argentinos"|"Del Agricultor"|"19.85"|"0.0"|""
"ALM25050"|"activo"|"73"|"Agricultores Federados"|"Fideos tallarines secos 500 g"|"Agricultores Federados Argentinos"|"Don Pepe"|"28.36"|"34.85"|""
"ALM25051"|"activo"|"73"|"Agricultores Federados"|"Rocio de Girasol para cocinar 150 cc"|"Agricultores Federados Argentinos"|"Zanoni"|"75.38"|"82.0"|""
"ALM25052"|"activo"|"73"|"Agricultores Federados"|"Lentejas 400 g"|"Agricultores Federados Argentinos"|"Del Agricultor"|"42.8"|"60.99"|""
"ALM25053"|"oculto"|"73"|"Agricultores Federados"|"Jardinera de hortalizas y legumbres 350 g"|"Del Agricultor - Agricultores Fererados Argentinos"|"Del Agricultor"|"0.0"|"0.0"|""
"ALM49024"|"activo"|"11"|"Fargo"|"Familiar Lacteado 600 g"|""|"Don Yeyo"|"71.25"|"88.51"|""
"ALM49025"|"activo"|"11"|"Fargo"|"Familiar Salvado 600 g"|""|"Don Yeyo"|"71.25"|"88.51"|""
"TIE00040"|"oculto"|"78"|"Sello El Qubil"|"CD Pixel -Fargus"|"Músicos Independientes de Rosario"|"Sello El Qubil"|"0.0"|"150.0"|""
"TIE00041"|"oculto"|"78"|"Sello El Qubil"|"CD Campesino Magnetico- Federico Lambertucci"|"El Qubil. Músicos Independientes de Rosario"|"Sello El Qubil"|"0.0"|"0.0"|""
"TIE00042"|"oculto"|"78"|"Sello El Qubil"|"CD Sergio Ivanovich Orquesta"|"El Qubil. Músicos Independientes de Rosario"|"Sello El Qubil"|"0.0"|"0.0"|""
"TIE00043"|"oculto"|"78"|"Sello El Qubil"|"CD Bésame en la boca - Alejandra Zambrini, junto a Guillermo Copello y Lucas Querini"|"Músicos Independientes de Rosario"|"Sello El Qubil"|"0.0"|"150.0"|""
"ALM25055"|"oculto"|"4"|"Distribuidora Parodi"|"Escarbadientes x 50 u."|""|"Iberia"|"0.0"|"14.13"|""
"LIM04003"|"activo"|"4"|"Distribuidora Parodi"|"Desodorante para inodoro con red 25 g"|""|"Poett"|"30.65"|"34.32"|""
"FRE10028"|"oculto"|"84"|"Pastas Garcia"|"Tallarines verdes 1/2 K"|""|"Pastas Garcia"|"50.6"|"0.0"|""
"TIE00036"|"oculto"|"56"|"Editorial Chirimbote"|"Libro Antiprincesa Alfonsina Storni"|"Editorial Chirimbote. El 50% de la compra es donada a proyectos educativos"|"Editorial Chirimbote"|"0.0"|"0.0"|""
"TIE00037"|"oculto"|"56"|"Editorial Chirimbote"|"Libro Antihéroes Che Guevara"|"Editorial Chirimbote. El 50% de la compra es donada a proyectos educativos"|"Editorial Chirimbote"|"0.0"|"0.0"|""
"HIP50020"|"activo"|"39"|"Selvamor"|"Pasta dental herbal Antiséptica 60 cc"|"Arte natural y curativo"|"Selvamor"|"123.2"|"0.0"|""
"HIP50021"|"oculto"|"39"|"Selvamor"|"Set Autocuidado Conciente"|"Champú y Acondicionador floral + mascarilla facial purificadora + Crema dental - SelvAmor"|"Selvamor"|"0.0"|"0.0"|""
"ALM25041"|"oculto"|"71"|"Coco Eco"|"Pan Agroecológico con semillas"|"Comida agroecológica hecha con amor"|"Coco Eco"|"71.5"|"0.0"|"1"
"FYV10038"|"oculto"|"1"|"Genérico"|"Choclo x 3 espigas"|"Choclo x 3 espigas"|"Genérico"|"0.0"|"0.0"|""
"FYV10042"|"oculto"|"85"|"MAI FYV"|"Ropollito de Bruselas (bandeja)"|""|"Misión Verde"|"0.0"|"37.6"|""
"ALM25054"|"activo"|"73"|"Agricultores Federados"|"Polenta 500 g"|"Agricultores Federados Argentinos"|"Livorno"|"18.75"|"26.75"|""
"ALM36033"|"oculto"|"65"|"Artemio"|"Vino Blanco Chardonnay"|""|"Elementos"|"0.0"|"108.89"|""
"ALM31003"|"oculto"|"4"|"Distribuidora Parodi"|"Mayonesa 250gr."|""|"Hellmann's"|"0.0"|"0.0"|""
"FRE14017"|"oculto"|"81"|"Embutidos Don Baltazar"|"Morcilla x 4 unidades"|"Embutidos Don Baltazar x 500 g. aprox. envasados al vacio"|"Embutidos Don Baltazar"|"0.0"|"0.0"|""
"ALM25056"|"oculto"|"73"|"Agricultores Federados"|"Aceite de oliva extra virgen 500 cc"|"Agricultores Federados Argentinos"|"Zanoni"|"125.0"|"200.35"|""
"ALM25057"|"activo"|"73"|"Agricultores Federados"|"Jugo de Limón 500 cc"|"Agricultores Federados Argentinos"|"Zanoni"|"43.99"|"68.0"|""
"ALM25058"|"oculto"|"73"|"Agricultores Federados"|"Porotos secos remojados 350 g"|"Agricultores Federados Argentinos"|"Del Agricultor"|"0.0"|"0.0"|""
"ALM14024"|"oculto"|"42"|"Felix Alberto Romero"|"Orégano orgánico 50 grs"|"Procedente de la precordillera sanjuanina"|"Calingasta"|"0.0"|"36.89"|""
"ALM11003"|"oculto"|"107"|"El Quillá"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"ALM20022"|"oculto"|"9"|"Poroto Santto"|"Grasa de cerdo 500gr."|"Productor de Totoras (No feedlot)"|"Poroto Santto"|"0.0"|"0.0"|""
"FRE09004"|"oculto"|"9"|"Poroto Santto"|"Medallones de pollo, chía y hortalizas"|"4 unidades"|"Poroto Santto"|"110.0"|"0.0"|""
"FRE09005"|"oculto"|"9"|"Poroto Santto"|"Medallones de carne, chía y hortalizas"|"4 unidades"|"Poroto Santto"|"110.0"|"0.0"|""
"FRE09006"|"oculto"|"9"|"Poroto Santto"|"Medallones de cordero, chía y hortalizas de estación - 4 unidades"|"Poroto Santto"|"Poroto Santto"|"0.0"|"69.99"|""
"FRE04024"|"activo"|"54"|"Souno "|"Hamburguesas Arveja y espinaca"|"6 unidades x 100 g"|"Souno"|"104.5"|"120.0"|""
"ALM25060"|"oculto"|"12"|"Tyna"|"Galletitas dulces c/avena y pasas x 250 g."|"Frutigran Granix"|"Frutigran Granix"|"0.0"|"35.0"|""
"ALM25059"|"activo"|"73"|"Agricultores Federados"|"Garbanzos en lata remojados 350 g"|"Agricultores Federados Argentinos"|"Del Agricultor"|"19.85"|"33.5"|""
"TIE00038"|"oculto"|"1"|"Genérico"|"Mate bocón,forrado en cuero de carpincho con calado en alpaca y pie industrial."|"Facebook: arte rumoj"|"Arte Rumoj"|"0.0"|"0.0"|""
"TIE00039"|"oculto"|"1"|"Genérico"|"Mate bocón, con base de bronce y aplique de alpaca,soldado con plata"|"Facebook: arte rumoj"|"Arte Rumoj"|"0.0"|"0.0"|""
"TIE00044"|"oculto"|"91"|"Kokedamas Zulema"|"Kokedama de palo de agua"|"Apto para Interior. Altura total 50 cm. Diámetro: 20 cm. Facebook: @Kokedamaszulema"|"Kokedamas Zulema"|"0.0"|"0.0"|""
"TIE00045"|"oculto"|"91"|"Kokedamas Zulema"|"Kokedama de Palmito"|"Apto para interior / poca luz/fácil man­tenimiento Altura total 60 cm Diámetro 20 cm - Facebook: Kokedamas zulema"|"Kokedamas Zulema"|"0.0"|"160.0"|""
"HIP50012"|"oculto"|"92"|"Amazonas Bio"|"Crema iIlex para rostro y cuerpo 50 g"|"Crema de Yerba mate y tea tree, pote vidrio: antioxidante, cicatrizante, estimula la circulación"|"Amazonas Bio"|"82.5"|"0.0"|""
"HIP50013"|"oculto"|"92"|"Amazonas Bio"|"Exfoliante Amazonas 100gr."|"Exfoliante para rostro y cuerpo de yerba mate, café del amazonas peruano y almendras"|"Amazonas Bio"|"0.0"|"0.0"|""
"TIE00048"|"oculto"|"93"|"Un Juego sin nombre"|"Un juego sin nombre- Modelo Gea 36 Piezas"|"Rompecabezas de composición: en vez de jugar a recomponer una imagen, se pueden componer muchas. Es un juego que no tiene nombre porque no tiene fin, no tiene límite de edad ni límite de jugadores."|"Un Juego sin nombre"|"0.0"|"0.0"|""
"TIE00049"|"oculto"|"93"|"Un Juego sin nombre"|"Un juego sin nombre- Modelo Mar 36 Piezas"|"Rompecabezas de composición: en vez de jugar a recomponer una imagen, se pueden componer muchas. Es un juego que no tiene nombre porque no tiene fin, no tiene límite de edad ni límite de jugadores."|"Un Juego sin nombre"|"0.0"|"0.0"|""
"TIE00050"|"oculto"|"76"|"Itatì Crea"|"Almohadón para amamantar"|"Funda desmontable en piqué de algodón, relleno de vellón siliconado hipoalergénico. Forma anatómica de medialuna. 1.50 cm de largo x 30 cm de diámetro- Facebook: Itatí Crea"|"Itatì Crea"|"0.0"|"900.0"|""
"TIE00051"|"oculto"|"76"|"Itatì Crea"|"Set Babero y Portachupete"|"Babero Impermeable, de fácil limpieza, se adapta con abrojo de 6 a 18 meses Portachupete en cinta poplin y agarre elástico. 30cm de largo- Facebook: Itatí Crea"|"Itatì Crea"|"0.0"|"150.0"|""
"TIE00052"|"oculto"|"90"|"Botanik Objetos"|"Contenedor con estampa exclusiva (Rojo)"|"Para usar como panera, portamaceta o portacosméticos."|"Botanik Objetos"|"0.0"|"0.0"|""
"TIE00053"|"oculto"|"90"|"Botanik Objetos"|"Contenedor con estampa exclusiva (Turquesa)"|"Para usar como panera, portamaceta o portacosméticos."|"Botanik Objetos"|"0.0"|"0.0"|""
"TIE00054"|"oculto"|"88"|"Coplitas"|"Mandala textil, atrapasueños de 7 colores"|"En hilo de algodón y aro de mimbre de 20 cm de diámetro aprox. - Facebook: coplitas"|"Coplitas"|"0.0"|"0.0"|""
"ALM20023"|"oculto"|"71"|"Coco Eco"|"2 pizzetas + 2 Birra colarada de 350cm3"|"Coco Eco+Movimiento Cajonardi"|"Productores Asociados"|"0.0"|"0.0"|""
"ALM20024"|"oculto"|"71"|"Coco Eco"|"2 pizzetas + 2 Birra Ipa de 350cm3"|"Coco Eco+Movimiento Cajonardi"|"Productores Asociados"|"0.0"|"0.0"|""
"ALM20025"|"oculto"|"71"|"Coco Eco"|"2 pizzetas + 1 Birra Rubia de 1000cm3"|""|"Coco Eco"|"0.0"|"0.0"|""
"TIE00055"|"oculto"|"83"|"Macetas Nindé"|"Maceta N° 14: Subcomandante Marcos"|"Barnizadas para exterior o interior.Altura:13cm.Diámetro:14cm.Facebook/Nindé"|"Macetas Nindé"|"0.0"|"0.0"|""
"TIE00056"|"oculto"|"83"|"Macetas Nindé"|"Maceta N° 14: Buda"|"Barnizadas para exterior o interior.Altura:13cm.Diámetro:14cm.Facebook/Nindé"|"Macetas Nindé"|"0.0"|"0.0"|""
"TIE00057"|"oculto"|"83"|"Macetas Nindé"|"Maceta N° 14: Parches colores"|"Barnizadas para exterior o interior.Altura:13cm.Diámetro:14cm.Facebook/Nindé"|"Macetas Nindé"|"0.0"|"0.0"|""
"FYV10048"|"oculto"|"85"|"MAI FYV"|"Jengibre"|"Jengibre x 250 gr"|"MAI FYV"|"0.0"|"44.75"|""
"ALM14025"|"oculto"|"42"|"Felix Alberto Romero"|"Dulce de membrillo 500 g"|"Dulce orgánico"|"Calingasta"|"84.7"|"0.0"|""
"HIP50022"|"oculto"|"39"|"Selvamor"|"Oleo de rosa mosqueta 10 cc"|"Regenera, hidrata y nutre. Arte natural y curativo"|"Selvamor"|"0.0"|"0.0"|""
"FRE06024"|"activo"|"95"|"PRANA Alimentos Naturales"|"Medallones de Garbanzo y Yamaní"|"paq. 4 unidades x 90 g . Sin Harina"|"PRANA"|"69.3"|"80.0"|""
"FRE06026"|"activo"|"95"|"PRANA Alimentos Naturales"|"Medallones de Mijo y feijao 4 u"|"paq. 4 unidades x 90 g . Sin Harina"|"PRANA"|"69.3"|"80.0"|""
"TIE00046"|"oculto"|"99"|"Arte Rumoj"|"Bombillas artesanales,hechas en alpaca soldadas con plata, con limpiador"|"Facebook: @arterumoj"|"Arte Rumoj"|"0.0"|"0.0"|""
"ALM37007"|"activo"|"97"|"Entre Pétalos"|"Miel 500 g"|""|"Entre Pétalos"|"104.5"|"191.71"|""
"ALM06025"|"activo"|"95"|"PRANA Alimentos Naturales"|"Ralladito Vegetal 125 g"|"mix de semillas y levadura"|"PRANA"|"60.5"|"0.0"|""
"FRE14018"|"oculto"|"81"|"Embutidos Don Baltazar"|"Chorizo colorado- 2 u."|"Envasados al vacio. Embutidos Don Baltazar"|"Embutidos Don Baltazar"|"0.0"|"0.0"|""
"ALM36034"|"oculto"|"65"|"Artemio"|"Vino blanco"|""|"Finca Las Moras"|"0.0"|"0.0"|""
"ALM26070"|"oculto"|"53"|"Alimentos con Amor"|"Pasta frola de batata x 470gr"|""|"Alimentos con Amor"|"0.0"|"90.0"|""
"FYV10053"|"oculto"|"85"|"MAI FYV"|"Platano x 2 unidades 1 k aprox."|"Platano x 2 unidades 1 k aprox."|"MAI FYV"|"0.0"|"0.0"|""
"FYV10052"|"oculto"|"85"|"MAI FYV"|"Quinoto x 1 k"|"Quinoto x 1 k"|"MAI FYV"|"0.0"|"0.0"|""
"ALM26071"|"oculto"|"53"|"Alimentos con Amor"|"Pasta frola de membrillo x 470gr."|""|"Alimentos con Amor"|"0.0"|"90.0"|""
"ALM49030"|"oculto"|"71"|"Coco Eco"|"Budín integral de manzana y canela"|"Comida agroecológica hecha con amor"|"Coco Eco"|"0.0"|"55.0"|""
"FYV10054"|"oculto"|"85"|"MAI FYV"|"Atado de Acelga"|"Gustavo Zilio"|"MAI FYV"|"0.0"|"0.0"|""
"ALM49026"|"activo"|"11"|"Fargo"|"Galletas marineras Mix Semillas 400 g"|""|"NS"|"54.0"|"98.0"|""
"ALM49027"|"oculto"|"11"|"Fargo"|"Galletas marineras Light 400 g"|""|"NS"|"54.0"|"0.0"|""
"HIP50023"|"oculto"|"22"|"Tierra Nuestra"|"Canasta Día del Padre"|""|"Tierra Nuestra"|"0.0"|"0.0"|""
"ALM49031"|"activo"|"11"|"Fargo"|"Galletitas crackers de agua 300 g"|""|"Paseo"|"35.3"|"44.36"|""
"ALM49032"|"oculto"|"11"|"Fargo"|"Galletitas crackers de salvado 300 g"|""|"Paseo"|"0.0"|"54.73"|""
"ALM49033"|"activo"|"11"|"Fargo"|"Galletitas Pepas 400 g"|""|"Terepín"|"31.17"|"45.61"|""
"ALM49034"|"activo"|"11"|"Fargo"|"Tortillas para tacos 12 u"|""|"Jalisqueño"|"51.6"|"95.99"|""
"TIE00060"|"oculto"|"90"|"Botanik Objetos"|"2 individuales estampa palo borracho"|""|"Botanik Objetos"|"129.15"|"0.0"|""
"TIE00061"|"oculto"|"90"|"Botanik Objetos"|"2 individuales estampa manchitas"|""|"Botanik Objetos"|"129.15"|"0.0"|""
"FRE04025"|"oculto"|"115"|"Panamby"|"Sorretinos integrales de calabaza y muzzarela"|"2 porciones. La masa esta elaborada a base de harina 100% integral agroecológica. Calabazas y queso para el relleno."|"Panamby"|"165.0"|"0.0"|""
"TIE00062"|"oculto"|"78"|"Sello El Qubil"|"CD Pasaje Noruega- Febril"|"El Qubil. Músicos Independientes de Rosario"|"Sello El Qubil"|"0.0"|"0.0"|""
"TIE00063"|"oculto"|"93"|"Un Juego sin nombre"|"Rompecabezas de Composición Modelo Chachi  36 Piezas"|"Didáctico, terapéutico y estimulante. Es un juego que no tiene nombre porque no tiene fin, no tiene límite de edad ni límite de jugadores. Es para grandes, para chicos y para grandes con chicos. Para jugar de manera individual, colectiva o competitiva- Un Juego Sin Nombre"|"Un Juego sin nombre"|"0.0"|"0.0"|"2"
"TIE00064"|"oculto"|"93"|"Un Juego sin nombre"|"Imán de 6 piezas triangulares de madera"|"Seis imanes triangulares de madera de 5cm empapelados con imágenes que se combinan para formar mándalas y guardas"|"Un Juego sin nombre"|"0.0"|"0.0"|""
"ALM2010"|"oculto"|"106"|"Corazón de Maní"|"Bocadito de maní, avena y miel. Original"|""|"Corazón de Maní"|"0.0"|"22.0"|""
"ALM2011"|"oculto"|"106"|"Corazón de Maní"|"Bocadito de maní, avena, miel y arándanos"|"Corazón de Maní"|"Corazón de Maní"|"16.5"|"22.0"|""
"ALM2012"|"oculto"|"106"|"Corazón de Maní"|"Bocadito de maní, avena, miel y coco"|"Corazón de Maní"|"Corazón de Maní"|"0.0"|"0.0"|""
"ALM25061"|"oculto"|"108"|"El Mejunje- Cooperativa Communitas"|"Bandeja de 12 alfajores de maicena, con dulce de leche y coco"|"Cooperativa Communitas"|"El Mejunje"|"60.5"|"0.0"|"1"
"ALM25062"|"oculto"|"108"|"El Mejunje- Cooperativa Communitas"|"Lengüitas de orégano o criollas 150 g"|"Cooperativa Communitas"|"El Mejunje"|"27.5"|"57.0"|"1"
"FRE11040"|"oculto"|"96"|"Cocina Natural"|"Sopa crema freezada de garbanzos con tomates secos 500grs."|"No contienen harinas, espesantes ni resaltadores de sabor. Cocina a domicilio"|"Cocina Natural"|"0.0"|"0.0"|""
"FRE11041"|"oculto"|"96"|"Cocina Natural"|"Sopa crema freezada de arvejas agroecológicas 500grs."|"No contienen harinas, espesantes ni resaltadores de sabor. Cocina a domicilio"|"Cocina Natural"|"0.0"|"0.0"|""
"FRE11042"|"oculto"|"96"|"Cocina Natural"|"Sopa crema freezada de aluvias y hongos 500grs."|"No contienen harinas, espesantes ni resaltadores de sabor. Cocina a domicilio"|"Cocina Natural"|"0.0"|"0.0"|""
"ALM20016"|"oculto"|"66"|"Cooperativa Soldini "|"Puerro Deshidratado 15 g"|"Lavado y deshidratado con energía solar, sin aditivos ni conservantes"|"Cooperativa Soldini"|"0.0"|"0.0"|""
"TIE00066"|"oculto"|"83"|"Macetas Nindé"|"Maceta Nº 14: Sandía"|"Barnizadas para exterior o interior. Altura:13cm. Diámetro:14cm. Facebook: @nindemacetas"|"Macetas Nindé"|"0.0"|"0.0"|""
"TIE00067"|"oculto"|"83"|"Macetas Nindé"|"Combo Amor Gatuno: Una maceta N°14 + una maceta N° 10"|"Barnizadas para exterior o interior. Facebook/Nindé"|"Macetas Nindé"|"0.0"|"0.0"|""
"FRE10029"|"oculto"|"98"|"Pescadería Pez Pollo"|"Sábalo 2kg apróx."|"Freezado -Pescadería Pez Pollo"|"Pescadería Pez Pollo"|"0.0"|"85.8"|""
"FRE10030"|"oculto"|"98"|"Pescadería Pez Pollo"|"Bandeja de mariscos surtidos 500 g"|"camarones, langostino, mejillones y berberecho"|"Pescadería Pez Pollo"|"226.2"|"0.0"|""
"ALM36040"|"oculto"|"65"|"Artemio"|"Vino tinto malbec"|""|"Dadá 1"|"0.0"|"169.93"|""
"ALM36041"|"oculto"|"65"|"Artemio"|"Aperitivo de hierbas"|""|"Amargo Obrero"|"0.0"|"85.29"|""
"ALM36042"|"activo"|"65"|"Artemio"|"Vino tinto Malbec"|""|"Alaris"|"109.29"|"132.23"|""
"FYV10055"|"oculto"|"1"|"Genérico"|"Alcaucil x 2u"|""|"Misión Verde"|"0.0"|"54.5"|""
"FYV10056"|"activo"|"85"|"MAI FYV"|"Tomate cherry 1 k"|""|"Misión Verde"|"78.0"|"129.9"|""
"TIE00047"|"oculto"|"1"|"Genérico"|"Mate bocón Ciudad Futura"|"Facebook: arte rumoj"|"Genérico"|"0.0"|"0.0"|""
"ALM25063"|"oculto"|"11"|"Fargo"|"Pan de hamburguesas 4 u."|""|"Don Yeyo"|"34.8"|"0.0"|""
"ALM25064"|"oculto"|"11"|"Fargo"|"Pebetes x 6 u."|""|"Don Yeyo"|"34.8"|"33.6"|""
"FYV10016"|"oculto"|"69"|"Gustavo Zilio"|"Lechuga"|"1 atado (500 gr. aprox.)"|"Gustavo Zilio"|"8.0"|"23.0"|""
"HIP03009"|"oculto"|"22"|"Tierra Nuestra"|"Gel de árnica y enebro"|"Para los dolores musculares y lumbares"|"Tierra Nuestra"|"0.0"|"0.0"|""
"ALM39007"|"activo"|"55"|"Movimiento Cajonardi"|"Cerveza IPA Artesanal 1 L"|"Movimiento Cajonardi. Envase retornable"|"Del Llano"|"121.0"|"0.0"|""
"FRE04026"|"oculto"|"54"|"Souno "|"Hambruguesas de garbanzo y girasol tostado"|"6 unidades x 100 g"|"Souno"|"0.0"|"0.0"|""
"TIE00065"|"oculto"|"101"|"Pájaro Loco Juguetes de madera"|"Balero Plano"|"Pájaro Loco Juguetes"|"Pájaro Loco Juguetes de madera"|"0.0"|"0.0"|""
"TIE00068"|"oculto"|"101"|"Pájaro Loco Juguetes de madera"|"Trompo"|"Pájaro Loco Juguetes"|"Pájaro Loco Juguetes de madera"|"0.0"|"0.0"|""
"TIE00069"|"oculto"|"83"|"Macetas Nindé"|"Maceta Nº 14: Banderines"|"Barnizadas para exterior o interior. Altura:13cm. Diámetro:14cm. Facebook: @nindemacetas"|"Macetas Nindé"|"0.0"|"0.0"|""
"TIE00070"|"oculto"|"90"|"Botanik Objetos"|"Delantal para niños estampa ""Filamentos"""|"100% algodón- 60 cm de Alto"|"Botanik Objetos"|"0.0"|"0.0"|""
"TIE00071"|"oculto"|"90"|"Botanik Objetos"|"Delantal para niños estampa ""Flor falsa chilca"""|"100% algodón- 60 cm de Alto"|"Botanik Objetos"|"0.0"|"0.0"|""
"HIP50014"|"oculto"|"92"|"Amazonas Bio"|"Jabones veganos 3 u"|"Jabones 100% artesanales"|"Amazonas Bio"|"148.5"|"0.0"|""
