C,#,Producto,Sec
629,4,Esponja cuadriculada 1 u - Mortimer,LIM
629,4,Esponja de acero 1 u - Task,LIM
629,1,Limpiador cremoso blanco 750 g - Cif,LIM
629,1,Quitamanchas x 250 ml - Trenet,LIM
629,1,Shampoo de romero - Selvamor,LIM
629,1,Pasta dental herbal Antiséptica 60 cc - Selvamor,LIM
629,5,Yerba 1 k - Titrayju,PCL
629,2,Yerba despalada 1/2 k - Titrayju,PCL
629,1,Tomate triturado 950 g - Buena Cosecha,PCL
629,1,Vino tinto Malbec - Alaris,PCL
629,6,Leche largavida Descremada 1 L - Milkaut,PCL
629,5,Rollos de cocina 3 u - Dicha,PCL
629,5,Papel higienico 6u x 30 mts - Elegante,PCL
635,1,Aceite de girasol 900 cc - Zanoni,ALM
635,1,Rocio de Girasol para cocinar 150 cc - Zanoni,ALM
635,1,Aceite de oliva organico extra virgen 500 cc - Pronoar,ALM
635,2,Tomate perita 400 g - Mora,ALM
635,1,Mermelada pomelo 450 g - Alimentos Natureza,ALM
635,1,Arroz largo fino 1 kg - Lucchetti,ALM
635,1,Fideos mostachol secos 500 g - Don Pepe,ALM
635,2,Yerba mate 25 u - La Hoja,ALM
635,1,Mix de frutos secos 250 g - Pronoar,ALM
635,1,Mani con cascara 500 g - Pronoar,ALM
635,1,Galletitas de harina integral y azucar mascabo 180 g - Panamby,FRA
635,2,Barrita de arroz con baño chocolate 6 u - Crowie,FRA
635,2,Pan molde de Salvado con semillas 800 g (guardar en lugar fresco) - Alimentos con Amor,FRA
635,1,Galletitas de arroz 150 g - Molinos del Bosque,FRA
635,1,Canasta Pizzas - Varios,FRE
635,1,Cuadrada feteada 850 g - Frigorifico Giusti,FRE
635,1,Supremas de pollo 800 g - Frigorifico Giusti,FRE
635,1,Jamón Crudo feteado 150 g - Embutidos Natali,FRE
635,1,Jamón cocido feteado 150 g - Embutidos Natali,FRE
635,1,Salchichas 6 u - Frigorífico Swift,FRE
635,1,Queso untable clásico 190 g - Milkaut,FRE
635,1,Queso crema 290 g - Milkaut,FRE
635,1,Queso reggianito 250 g - Lácteos La Resistencia,FRE
635,1,Queso saborizado tradicional 350 g - Lácteos La Resistencia,FRE
635,1,Queso barra 400 g - Lácteos La Resistencia,FRE
635,1,Milanesas de soja 4 u - Shanti,FRE
635,3,Tapas de tarta 2 u - Don Sixto,FRE
635,2,Hamburguesas 2u 80 g - Sugarosa,FRZ
635,1,Ravioles integrales de ricota y verdura - Panamby,FRZ
635,1,Medallones de Mung quinoa jengibre cúrcuma - PRANA,FRZ
635,1,Hamburguesas Porotos negros y zanahoria - Souno,FRZ
635,1,"Medallones de merluza, espinaca y queso - Solimeno",FRZ
635,1,Canasta de frutas chica (4 productos) - Misión Verde,FYV
635,1,Canasta de verduras grande (13 productos) - Misión Verde,FYV
635,1,Canasta de frutas grande (6 productos) - Misión Verde,FYV
635,1,Champiniones 250 g - Misión Verde,FYV
635,2,Perfumina 900 cc - El Libertador,LIM
635,2,Lavandina 1000 cc - Cooperativa La Esperanza,LIM
635,2,Perfumina 1000 cc - Cooperativa La Esperanza,LIM
635,1,Jabón líquido para ropa - Cooperativa La Esperanza,LIM
635,1,Jabon liquido repuesto x 300 ml - Algabo,LIM
635,1,Suavizante 1000 cc - Cooperativa La Esperanza,LIM
635,2,Trapo amarillo 1 u - Cooperativa La Esperanza,LIM
635,4,Trapo de piso 1 u - Cooperativa La Esperanza,LIM
635,3,Bolsa de consorcio x 10 unidades 45x60 - Cooperativa La Esperanza,LIM
635,1,Bolsa de consorcio x 10 unidades 60x90 - Cooperativa La Esperanza,LIM
635,1,Toallas femeninas 8 u - Siempre Libre,LIM
635,2,Esponja cuadriculada 1 u - Mortimer,LIM
635,1,Quitamanchas x 250 ml - Trenet,LIM
635,3,Yerba 1 k - Titrayju,PCL
635,1,Yerba 1 kg - Andresito,PCL
635,1,Tomate triturado 950 g - Buena Cosecha,PCL
635,1,Leche largavida Descremada 1 L - Milkaut,PCL
635,3,Rollos de cocina 3 u - Dicha,PCL
635,1,Papel higienico 6u x 30 mts - Elegante,PCL
677,1,Puré de tomate 530 g - Mora,ALM
677,1,Arroz pulido largo fino 00000 - Sabroz,ALM
677,1,Supremas de pollo 800 g - Frigorifico Giusti,FRE
677,1,Queso cremoso 500 g - Lácteos Rosario,FRE
677,1,Crema de leche 200 g - La Cabaña,FRE
677,1,Tapas de tarta 2 u - Don Sixto,FRE
677,1,Canasta de verduras grande (13 productos) - Misión Verde,FYV
677,2,Soda sifón 2 l - Trechel,PCL
677,2,Leche largavida Descremada 1 L - Milkaut,PCL
677,1,Rollos de cocina 3 u - Dicha,PCL
677,1,Papel higienico 6u x 30 mts - Elegante,PCL
733,2,Atún en lata lomito 170 g - Bahía,ALM
733,1,Arroz pulido largo fino 00000 - Sabroz,ALM
733,1,Sal gruesa 1 kg - Celusal,ALM
733,1,Fideos tallarines secos 500 g - Don Pepe,ALM
733,1,Galletitas Pepas 400 g - Terepín,ALM
733,1,Té en saquitos 25 u - La Virginia,ALM
733,1,Barrita de arroz con baño chocolate 6 u - Crowie,FRA
733,1,Familiar Lacteado 600 g - Don Yeyo,FRA
733,1,Galletitas de arroz 150 g - Molinos del Bosque,FRA
733,1,Pan Agroecológico con semillas - Coco Eco,FRA
733,2,Lengüitas de orégano o criollas 150 g - El Mejunje,FRA
733,2,Prepizza 2 u - Mil Hojas,FRE
733,1,Supremas de pollo 800 g - Frigorifico Giusti,FRE
733,1,Jamón cocido feteado 150 g - Embutidos Natali,FRE
733,1,Salchichas 6 u - Frigorífico Swift,FRE
733,3,Queso cremoso 500 g - Lácteos Rosario,FRE
733,2,Queso crema 290 g - Milkaut,FRE
733,1,Manteca pan 200 g - La Cabaña,FRE
733,2,Queso saborizado provenzal 350 g - Lácteos La Resistencia,FRE
733,1,Milanesas de soja 4 u - Shanti,FRE
733,1,Ravioles de verdura 1 k - Mil Hojas,FRE
733,1,Crema de leche 200 g - La Cabaña,FRE
733,2,Tapas de empanadas 15 u - Don Sixto,FRE
733,1,Tapas de tarta 2 u - Don Sixto,FRE
733,4,Yoghurt pote frutilla descremado 200 g - Milkaut,FRE
733,1,Ravioles de calabaza y muzzarela 1 k - Alimentos con Amor,FRZ
733,1,Hamburguesas de calabaza y Muzzarella - Souno,FRZ
733,1,Hamburguesas Porotos negros y zanahoria - Souno,FRZ
733,1,"Medallones de merluza, espinaca y queso - Solimeno",FRZ
733,1,Canasta de frutas chica (4 productos) - Misión Verde,FYV
733,2,Canasta de verdura chica (9 productos) - Misión Verde,FYV
733,1,Suavizante 800 cc - El Libertador,LIM
733,1,Shampoo 400 ml - Tresemmé,LIM
733,1,Acondicionador 400 cc - Tresemmé,LIM
733,1,Dentífrico 90 g - Colgate,LIM
733,1,Toallas femeninas 8 u - Siempre Libre,LIM
733,1,Detergente 300 ml - Cif,LIM
733,1,Limpiador cremoso blanco 750 g - Cif,LIM
733,3,Yerba despalada 1/2 k - Titrayju,PCL
733,1,Tomate triturado 950 g - Buena Cosecha,PCL
733,1,Papel higienico 6u x 30 mts - Elegante,PCL
769,4,Lata choclo en granos 350 g - Del Agricultor,ALM
769,3,Tomate perita 400 g - Mora,ALM
769,4,Puré de tomate 530 g - Mora,ALM
769,2,Atún en lata desmenuzado 170 g - Bahía,ALM
769,2,Fideos tallarines secos 500 g - Don Pepe,ALM
769,3,Fideos tirabuzon secos 500 g - Don Pepe,ALM
769,2,Bizcochos agridulces 200 g - 9 de Oro,ALM
769,2,Bizcochos salados 200 g - 9 de Oro,ALM
769,1,Café de filtro 250 g - La Virginia,ALM
769,2,Yerba mate 25 u - La Hoja,ALM
769,1,Galletitas crackers de agua 300 g - Paseo,FRA
769,1,Tostadas de mesa 200 g - Marinozzi,FRA
769,1,Galletitas dulces con avena 180 g - Marinozzi,FRA
769,4,Familiar Lacteado 600 g - Don Yeyo,FRA
769,1,Familiar Salvado 600 g - Don Yeyo,FRA
769,1,Granola 250 g - Granola de Carola,FRA
769,1,Granola 250 g - Salvena Miel,FRA
769,2,Marucha de cerdo 1k - Frigorífico Los Abuelos,FRE
769,2,Supremas de pollo 800 g - Frigorifico Giusti,FRE
769,2,Salchichas 6 u - Frigorífico Swift,FRE
769,1,Queso untable azul 190 g - Milkaut,FRE
769,3,Queso untable clásico 190 g - Milkaut,FRE
769,2,Queso crema 290 g - Milkaut,FRE
769,1,Provoletas 2 u - Lácteos La Resistencia,FRE
769,1,Queso reggianito 250 g - Lácteos La Resistencia,FRE
769,1,Queso saborizado tradicional 350 g - Lácteos La Resistencia,FRE
769,1,Queso barra 400 g - Lácteos La Resistencia,FRE
769,1,Milanesas de soja 4 u - Shanti,FRE
769,2,Ravioles de verdura 1 k - Mil Hojas,FRE
769,2,Tapas de empanadas 15 u - Don Sixto,FRE
769,4,Tapas de tarta 2 u - Don Sixto,FRE
769,3,Yoghurt pote frutilla descremado 200 g - Milkaut,FRE
769,1,Sorrentinos de JYQ 1/2 k - Pastas Garcia,FRZ
769,2,Costeletitas de cerdo 900 g - Frigorifico Giusti,FRZ
769,1,Hamburguesas de calabaza y Muzzarella - Souno,FRZ
769,2,"Medallones de merluza, espinaca y queso - Solimeno",FRZ
769,1,Canasta de verdura chica (9 productos) - Misión Verde,FYV
769,1,Zapallo kabutia - Misión Verde,FYV
769,1,Lavandina en gel 700 cc - El Libertador,LIM
769,1,Jabón líquido para ropa 800 cc - El Libertador,LIM
769,3,Bolsa de consorcio x 10 unidades 45x60 - Cooperativa La Esperanza,LIM
769,1,Toallas femeninas 8 u - Siempre Libre,LIM
769,2,Antitranspirante masculino 90 g - Rexona,LIM
769,1,Detergente 300 ml - Cif,LIM
769,1,Esponja de acero 1 u - Task,LIM
769,3,Desodorante para inodoro con red 25 g - Poett,LIM
769,1,Dulce de leche 400 g - Tan Violentamente Dulce,PCL
769,2,Leche largavida Descremada 1 L - Milkaut,PCL
769,2,Rollos de cocina 3 u - Dicha,PCL
769,1,Papel higienico 6u x 30 mts - Elegante,PCL
776,1,Aceite de oliva organico extra virgen 500 cc - Pronoar,ALM
776,1,Puré de tomate 530 g - Mora,ALM
776,1,Palmito enteros 400 g - Bahía,ALM
776,1,Atún en lata desmenuzado 170 g - Bahía,ALM
776,1,Aceitunas verdes nº 0 x 360 gr - Buena Cosecha,ALM
776,1,Arroz largo fino 1 kg - Lucchetti,ALM
776,1,Fideos tallarines secos 500 g - Don Pepe,ALM
776,1,Fideos tirabuzon secos 500 g - Don Pepe,ALM
776,1,Fideos mostachol secos 500 g - Don Pepe,ALM
776,2,Bizcochos agridulces 200 g - 9 de Oro,ALM
776,2,Bizcochos salados 200 g - 9 de Oro,ALM
776,2,Galletitas Pepas 400 g - Terepín,ALM
776,1,Mayonesa 500 g - Zanoni,ALM
776,1,Caldos sabor verduras 4 u - Alicante,ALM
776,1,Manies pelados salados 250 g - Pronoar,ALM
776,2,Magdalenas rellenas con dulce de leche 250 g - Pozo,FRA
776,1,Galletitas crackers de agua 300 g - Paseo,FRA
776,2,Galletas marineras Mix Semillas 400 g - NS,FRA
776,2,Galletitas dulces con avena 180 g - Marinozzi,FRA
776,1,Familiar Lacteado 600 g - Don Yeyo,FRA
776,1,Copos de Maiz tradicionales x 160 g - Granix,FRA
776,1,"Bandeja de 12 alfajores de maicena, con dulce de leche y coco - El Mejunje",FRA
776,2,Lengüitas de orégano o criollas 150 g - El Mejunje,FRA
776,1,Canasta Pizzas - Varios,FRE
776,1,Vacio - Frigorifico Adalio,FRE
776,2,Cuadrada feteada 850 g - Frigorifico Giusti,FRE
776,1,Supremas de pollo 800 g - Frigorifico Giusti,FRE
776,1,Jamón cocido feteado 150 g - Embutidos Natali,FRE
776,1,Salame crespón feteado 150 g - Embutidos Natali,FRE
776,1,Salchichas 6 u - Frigorífico Swift,FRE
776,1,Queso untable azul 190 g - Milkaut,FRE
776,1,Manteca pan 200 g - La Cabaña,FRE
776,1,Ravioles de verdura 1 k - Mil Hojas,FRE
776,1,Crema de leche 200 g - La Cabaña,FRE
776,1,Canasta Panchos - Varios,FRE
776,1,Tallarines al huevo 1/2 K - Pastas Garcia,FRE
776,3,Yoghurt pote frutilla descremado 200 g - Milkaut,FRE
776,1,Ñoquis de papa 750 g - Pastas Garcia,FRE
776,1,Hamburguesas 2u 80 g - Sugarosa,FRZ
776,1,Ravioles de calabaza y muzzarela 1 k - Alimentos con Amor,FRZ
776,1,Sorrentinos de JYQ 1/2 k - Pastas Garcia,FRZ
776,1,Hamburguesas de calabaza y Muzzarella - Souno,FRZ
776,1,"Medallones de merluza, espinaca y queso - Solimeno",FRZ
776,1,Canasta Hamburguesas - Varios,FRZ
776,1,Canasta de frutas chica (4 productos) - Misión Verde,FYV
776,1,Canasta de verduras grande (13 productos) - Misión Verde,FYV
776,1,Champiniones 250 g - Misión Verde,FYV
776,1,Tomate cherry 1 k - Misión Verde,FYV
776,1,Zapallo kabutia - Misión Verde,FYV
776,1,Trapo de piso 1 u - Cooperativa La Esperanza,LIM
776,1,Aerosol desinfectante 360 cc - Lysoform,LIM
776,1,Jabon cremoso x 3 u x 125 g - Nivea,LIM
776,1,Talco para pies x 200 g - Algabo foot,LIM
776,1,Desodorante aerosol - Dove,LIM
776,1,Antitranspirante masculino 90 g - Rexona,LIM
776,1,Detergente 300 ml - Cif,LIM
776,1,Esponja de acero 1 u - Task,LIM
776,1,Quitamanchas x 250 ml - Trenet,LIM
776,1,Yerba 1 kg - Andresito,PCL
776,1,Rollos de cocina 3 u - Dicha,PCL
776,1,Papel higienico 6u x 30 mts - Elegante,PCL
781,4,Aceite de girasol 900 cc - Zanoni,ALM
781,1,Vinagre manzana 500cc - Halconero,ALM
781,2,Vinagre alcohol 500 cc - Halconero,ALM
781,1,Rocio de Girasol para cocinar 150 cc - Zanoni,ALM
781,1,Lata choclo en granos 350 g - Del Agricultor,ALM
781,7,Lata de Arvejas 350 g - Del Agricultor,ALM
781,2,Garbanzos en lata remojados 350 g - Del Agricultor,ALM
781,2,Atún en lata lomito 170 g - Bahía,ALM
781,1,Lentejas 400 g - Del Agricultor,ALM
781,1,Fideos mostachol secos 500 g - Don Pepe,ALM
781,2,Bizcochos agridulces 200 g - 9 de Oro,ALM
781,1,Bizcochos salados 200 g - 9 de Oro,ALM
781,3,Café de filtro 250 g - La Virginia,ALM
781,2,Mayonesa 500 g - Zanoni,ALM
781,6,Mostaza 250 g - Savora,ALM
781,3,Ketchup 250 g - Hellmann's,ALM
781,1,Condimento pimentón 25 g - Alicante,ALM
781,1,Té en saquitos 25 u - La Virginia,ALM
781,3,Yerba mate 25 u - La Hoja,ALM
781,1,Pasas de uva sin semilla 250 g - Pronoar,ALM
781,3,Mix de frutos secos 250 g - Pronoar,ALM
781,2,Galletitas de harina integral y azucar mascabo 180 g - Panamby,FRA
781,1,2 pizzetas integrales - coco Eco,FRA
781,4,Galletitas crackers de agua 300 g - Paseo,FRA
781,1,Barrita de arroz con baño blanco 6 u - Crowie,FRA
781,1,Barrita de arroz con baño Limón 6 u - Crowie,FRA
781,1,Barrita de arroz con baño Marroc 6 u - Crowie,FRA
781,4,Familiar Salvado 600 g - Don Yeyo,FRA
781,1,Copos de Maiz azucarados x 240 g - Granix,FRA
781,1,Lengüitas de orégano o criollas 150 g - El Mejunje,FRA
781,1,Supremas de pollo 800 g - Frigorifico Giusti,FRE
781,2,Salchichas 6 u - Frigorífico Swift,FRE
781,5,Queso cremoso 500 g - Lácteos Rosario,FRE
781,1,Queso untable clásico 190 g - Milkaut,FRE
781,3,Manteca pan 200 g - La Cabaña,FRE
781,3,Queso reggianito 250 g - Lácteos La Resistencia,FRE
781,1,Salame picado grueso 300 g - Embutidos Natali,FRE
781,2,Ravioles de verdura 1 k - Mil Hojas,FRE
781,2,Crema de leche 200 g - La Cabaña,FRE
781,4,Tapas de empanadas 15 u - Don Sixto,FRE
781,3,Tapas de tarta 2 u - Don Sixto,FRE
781,2,Ravioles de rucula y parmesano 1 k - Alimentos con Amor,FRZ
781,1,Costeletitas de cerdo 900 g - Frigorifico Giusti,FRZ
781,1,Medallones de Garbanzo y Yamaní - PRANA,FRZ
781,1,Medallones de lenteja y arveja 4 u - PRANA,FRZ
781,3,Medallones de Mung quinoa jengibre cúrcuma - PRANA,FRZ
781,1,Hamburguesas de calabaza y Muzzarella - Souno,FRZ
781,1,Hamburguesas Porotos negros y zanahoria - Souno,FRZ
781,1,Hamburguesas Arveja y espinaca - Souno,FRZ
781,1,Hamburguesas de roquefort al verdeo - Souno,FRZ
781,1,Canasta de verdura chica (9 productos) - Misión Verde,FYV
781,1,Canasta de verduras grande (13 productos) - Misión Verde,FYV
781,1,Canasta de frutas grande (6 productos) - Misión Verde,FYV
781,2,Tomate cherry 1 k - Misión Verde,FYV
781,1,Suavizante 800 cc - El Libertador,LIM
781,5,Lavandina 1000 cc - Cooperativa La Esperanza,LIM
781,1,Perfumina 1000 cc - Cooperativa La Esperanza,LIM
781,3,Jabon liquido repuesto x 300 ml - Algabo,LIM
781,2,Trapo amarillo 1 u - Cooperativa La Esperanza,LIM
781,1,Aerosol desinfectante 360 cc - Lysoform,LIM
781,5,Jabón de tocador 3 u - Coop. Cañada Rosquín,LIM
781,2,Jabon cremoso x 3 u x 125 g - Nivea,LIM
781,1,Jabon blanco de lavar x 200 g - Signo,LIM
781,4,Pañuelos descartables 6 u - Elegante,LIM
781,2,Dentífrico 90 g - Colgate,LIM
781,1,Prestobarba 3 1 u - Gillette,LIM
781,3,Detergente 300 ml - Cif,LIM
781,3,Esponja cuadriculada 1 u - Mortimer,LIM
781,1,Esponja de acero 1 u - Task,LIM
781,1,Quitamanchas x 250 ml - Trenet,LIM
781,7,Yerba 1 k - Titrayju,PCL
781,2,Yerba despalada 1/2 k - Titrayju,PCL
781,1,Tomate triturado 950 g - Buena Cosecha,PCL
781,1,Aperitivo Fernet 750 cc - Branca,PCL
781,6,Leche largavida Descremada 1 L - Milkaut,PCL
781,3,Leche largavida Entera 1 L - Milkaut,PCL
781,5,Rollos de cocina 3 u - Dicha,PCL
781,7,Papel higienico 6u x 30 mts - Elegante,PCL
785,1,Aceite de girasol 900 cc - Zanoni,ALM
785,2,Lata choclo en granos 350 g - Del Agricultor,ALM
785,3,Garbanzos en lata remojados 350 g - Del Agricultor,ALM
785,2,Puré de tomate 530 g - Mora,ALM
785,1,Atún en lata lomito 170 g - Bahía,ALM
785,2,Atún en lata desmenuzado 170 g - Bahía,ALM
785,1,Arroz largo fino 1 kg - Lucchetti,ALM
785,2,Harina 0000 1 kg - Chacabuco,ALM
785,1,Lentejas 400 g - Del Agricultor,ALM
785,1,Harina integral agroecológica 500 g - Poroto Santto,ALM
785,1,Chocolate en polvo 180 g - Chocolino,ALM
785,1,Café de filtro 250 g - La Virginia,ALM
785,1,Mostaza 250 g - Savora,ALM
785,1,Ketchup 250 g - Hellmann's,ALM
785,3,Manies pelados salados 250 g - Pronoar,ALM
785,2,Pasas de uva sin semilla 250 g - Pronoar,ALM
785,2,Mix de frutos secos 250 g - Pronoar,ALM
785,1,Nueces peladas 250 g - Pronoar,ALM
785,2,Tostadas de mesa 200 g - Marinozzi,FRA
785,2,Tortillas para tacos 12 u - Jalisqueño,FRA
785,2,Familiar Salvado 600 g - Don Yeyo,FRA
785,1,Pan cinco semillas esenciales 400 g - Don Yeyo,FRA
785,1,Copos de Maiz tradicionales x 160 g - Granix,FRA
785,1,Pechito de cerdo - Frigorifico Giusti,FRE
785,2,Supremas de pollo 800 g - Frigorifico Giusti,FRE
785,5,Queso cremoso 500 g - Lácteos Rosario,FRE
785,10,Queso crema 290 g - Milkaut,FRE
785,4,Manteca pan 200 g - La Cabaña,FRE
785,2,Canasta de Quesos - Lácteos La Resistencia,FRE
785,1,Canasta de Quesos familiar - Lácteos La Resistencia,FRE
785,1,Queso reggianito 250 g - Lácteos La Resistencia,FRE
785,1,Queso barra 400 g - Lácteos La Resistencia,FRE
785,1,Ravioles de verdura 1 k - Mil Hojas,FRE
785,1,Tallarines al huevo 1/2 K - Pastas Garcia,FRE
785,4,Tapas de empanadas 15 u - Don Sixto,FRE
785,1,Tapas de tarta 2 u - Don Sixto,FRE
785,1,Hamburguesas lentejas al romero - Souno,FRZ
785,1,Canasta de verduras grande (13 productos) - Misión Verde,FYV
785,1,Canasta de frutas grande (6 productos) - Misión Verde,FYV
785,1,Champiniones 250 g - Misión Verde,FYV
785,1,Tomate cherry 1 k - Misión Verde,FYV
785,3,Lavandina 1000 cc - Cooperativa La Esperanza,LIM
785,2,Perfumina 1000 cc - Cooperativa La Esperanza,LIM
785,1,Trapo amarillo 1 u - Cooperativa La Esperanza,LIM
785,1,Jabon cremoso x 3 u x 125 g - Nivea,LIM
785,1,Pañuelos descartables 6 u - Elegante,LIM
785,1,Esponja cuadriculada 1 u - Mortimer,LIM
785,2,Yerba 1 kg - Andresito,PCL
785,1,Dulce de leche 400 g - Tan Violentamente Dulce,PCL
785,12,Leche largavida Descremada 1 L - Milkaut,PCL
785,2,Leche largavida Entera 1 L - Milkaut,PCL
785,4,Rollos de cocina 3 u - Dicha,PCL
785,2,Papel higienico 6u x 30 mts - Elegante,PCL
788,3,Aceite de girasol 900 cc - Zanoni,ALM
788,1,Vinagre manzana 500cc - Halconero,ALM
788,1,Vinagre alcohol 500 cc - Halconero,ALM
788,1,Rocio de Girasol para cocinar 150 cc - Zanoni,ALM
788,4,Lata choclo en granos 350 g - Del Agricultor,ALM
788,3,Lata de Arvejas 350 g - Del Agricultor,ALM
788,1,Garbanzos en lata remojados 350 g - Del Agricultor,ALM
788,2,Tomate perita 400 g - Mora,ALM
788,2,Puré de tomate 530 g - Mora,ALM
788,2,Atún en lata lomito 170 g - Bahía,ALM
788,2,Palmito enteros 400 g - Bahía,ALM
788,1,Arroz largo fino 1 kg - Lucchetti,ALM
788,1,Sal gruesa 1 kg - Celusal,ALM
788,1,Rebozador 500 g - Preferido,ALM
788,1,Lentejas 400 g - Del Agricultor,ALM
788,1,Fideos tallarines secos 500 g - Don Pepe,ALM
788,1,Galletitas Pepas 400 g - Terepín,ALM
788,1,Café de filtro 250 g - La Virginia,ALM
788,4,Mayonesa 500 g - Zanoni,ALM
788,2,Té en saquitos 25 u - La Virginia,ALM
788,1,Ralladito Vegetal 125 g - PRANA,FRA
788,1,Galletitas crackers de agua 300 g - Paseo,FRA
788,3,Galletitas dulces con avena 180 g - Marinozzi,FRA
788,4,Tortillas para tacos 12 u - Jalisqueño,FRA
788,1,Familiar Lacteado 600 g - Don Yeyo,FRA
788,2,Familiar Salvado 600 g - Don Yeyo,FRA
788,1,Pan cinco semillas esenciales 400 g - Don Yeyo,FRA
788,6,Galletitas de arroz 150 g - Molinos del Bosque,FRA
788,1,Pan Agroecológico con semillas - Coco Eco,FRA
788,1,Vacio - Frigorifico Adalio,FRE
788,1,Pechito de cerdo - Frigorifico Giusti,FRE
788,1,Jamón Crudo feteado 150 g - Embutidos Natali,FRE
788,1,Jamón cocido feteado 150 g - Embutidos Natali,FRE
788,2,Queso cremoso 500 g - Lácteos Rosario,FRE
788,1,Queso untable clásico 190 g - Milkaut,FRE
788,3,Queso crema 290 g - Milkaut,FRE
788,2,Manteca pan 200 g - La Cabaña,FRE
788,2,Provoletas 2 u - Lácteos La Resistencia,FRE
788,2,Queso reggianito 250 g - Lácteos La Resistencia,FRE
788,1,Queso saborizado ají orégano 350 g - Lácteos La Resistencia,FRE
788,4,Queso barra 400 g - Lácteos La Resistencia,FRE
788,1,Promo cena autogestiva - Coco Eco,FRE
788,3,Crema de leche 200 g - La Cabaña,FRE
788,2,Tapas de empanadas 15 u - Don Sixto,FRE
788,2,Tapas de tarta 2 u - Don Sixto,FRE
788,3,Medallones de Garbanzo y Yamaní - PRANA,FRZ
788,3,Medallones de Mung quinoa jengibre cúrcuma - PRANA,FRZ
788,1,Hamburguesas de calabaza y Muzzarella - Souno,FRZ
788,2,Hamburguesas de roquefort al verdeo - Souno,FRZ
788,1,Tomate cherry 1 k - Misión Verde,FYV
788,1,Zapallo kabutia - Misión Verde,FYV
788,1,Trapo amarillo 1 u - Cooperativa La Esperanza,LIM
788,3,Jabón en polvo para ropa 800 g - Drive,LIM
788,2,Jabon cremoso x 3 u x 125 g - Nivea,LIM
788,1,Dentífrico 90 g - Colgate,LIM
788,2,Detergente 300 ml - Cif,LIM
788,3,Esponja cuadriculada 1 u - Mortimer,LIM
788,1,Desodorante para inodoro con red 25 g - Poett,LIM
788,2,Yerba 1 kg - Andresito,PCL
788,4,Leche largavida Descremada 1 L - Milkaut,PCL
788,7,Leche largavida Entera 1 L - Milkaut,PCL
788,1,Papel higienico 6u x 30 mts - Elegante,PCL
790,2,Vinagre alcohol 500 cc - Halconero,ALM
790,1,Aceite de oliva organico extra virgen 500 cc - Pronoar,ALM
790,1,Salsa de soja 500 cc - Chuantong,ALM
790,2,Lata de Arvejas 350 g - Del Agricultor,ALM
790,3,Garbanzos en lata remojados 350 g - Del Agricultor,ALM
790,2,Tomate perita 400 g - Mora,ALM
790,2,Puré de tomate 530 g - Mora,ALM
790,1,Atún en lata desmenuzado 170 g - Bahía,ALM
790,2,Arroz pulido largo fino 00000 - Sabroz,ALM
790,1,Fideos tallarines secos 500 g - Don Pepe,ALM
790,2,Fideos mostachol secos 500 g - Don Pepe,ALM
790,2,Galletitas Pepas 400 g - Terepín,ALM
790,1,Mayonesa 500 g - Zanoni,ALM
790,1,Ketchup 250 g - Hellmann's,ALM
790,1,Condimento pimentón 25 g - Alicante,ALM
790,1,Condimento provenzal 50 g - Alicante,ALM
790,2,Té en saquitos 25 u - La Virginia,ALM
790,1,Manies pelados salados 250 g - Pronoar,ALM
790,1,Mani con cascara 500 g - Pronoar,ALM
790,2,Ralladito Vegetal 125 g - PRANA,FRA
790,1,Galletitas de harina integral y azucar mascabo 180 g - Panamby,FRA
790,1,Tostadas de mesa 200 g - Marinozzi,FRA
790,1,Barrita de arroz con baño Limón 6 u - Crowie,FRA
790,2,Pan cinco semillas esenciales 400 g - Don Yeyo,FRA
790,1,Copos de Maiz azucarados x 240 g - Granix,FRA
790,1,Lengüitas de orégano o criollas 150 g - El Mejunje,FRA
790,2,Prepizza 2 u - Mil Hojas,FRE
790,1,Marucha de cerdo 1k - Frigorífico Los Abuelos,FRE
790,3,Supremas de pollo 800 g - Frigorifico Giusti,FRE
790,3,Jamón cocido feteado 150 g - Embutidos Natali,FRE
790,2,Salchichas 6 u - Frigorífico Swift,FRE
790,2,Queso cremoso 500 g - Lácteos Rosario,FRE
790,2,Queso crema 290 g - Milkaut,FRE
790,2,Manteca pan 200 g - La Cabaña,FRE
790,3,Milanesas de soja 4 u - Shanti,FRE
790,1,Ravioles de verdura 1 k - Mil Hojas,FRE
790,3,Crema de leche 200 g - La Cabaña,FRE
790,1,Tallarines al huevo 1/2 K - Pastas Garcia,FRE
790,1,Tapas de empanadas 15 u - Don Sixto,FRE
790,1,Tapas de tarta 2 u - Don Sixto,FRE
790,2,Yoghurt pote frutilla descremado 200 g - Milkaut,FRE
790,1,Medallones de Garbanzo y Yamaní - PRANA,FRZ
790,3,Hamburguesas de calabaza y Muzzarella - Souno,FRZ
790,1,Hamburguesas lentejas al romero - Souno,FRZ
790,1,Hamburguesas Arveja y espinaca - Souno,FRZ
790,1,Canasta de frutas chica (4 productos) - Misión Verde,FYV
790,2,Canasta de verdura chica (9 productos) - Misión Verde,FYV
790,1,Canasta de verduras grande (13 productos) - Misión Verde,FYV
790,1,Canasta de frutas grande (6 productos) - Misión Verde,FYV
790,1,Tomate cherry 1 k - Misión Verde,FYV
790,1,Perfumina 900 cc - El Libertador,LIM
790,1,Suavizante 800 cc - El Libertador,LIM
790,2,Jabón líquido para ropa - Cooperativa La Esperanza,LIM
