C,#,Producto,Sec
291,2,Pan Agroecológico con semillas - Coco Eco,FRA
291,3,Lengüitas de orégano o criollas 150 g - El Mejunje,FRA
291,1,Pechito de cerdo - Frigorifico Giusti,FRE
291,1,Cuadrada feteada 850 g - Frigorifico Giusti,FRE
291,3,Supremas de pollo 800 g - Frigorifico Giusti,FRE
291,5,Salchichas 6 u - Frigorífico Swift,FRE
291,2,Queso cremoso 500 g - Lácteos Rosario,FRE
291,1,Queso untable azul 190 g - Milkaut,FRE
291,3,Queso crema 290 g - Milkaut,FRE
291,2,Manteca pan 200 g - La Cabaña,FRE
291,1,Queso barra 400 g - Lácteos La Resistencia,FRE
291,1,Milanesas de soja 4 u - Shanti,FRE
291,1,Ravioles de verdura 1 k - Mil Hojas,FRE
291,4,Crema de leche 200 g - La Cabaña,FRE
291,2,Tapas de empanadas 15 u - Don Sixto,FRE
291,1,Tapas de tarta 2 u - Don Sixto,FRE
291,1,Yoghurt pote frutilla descremado 200 g - Milkaut,FRE
291,4,Yoghurt pote vainilla entero 200 g - Milkaut,FRE
291,1,Ñoquis de papa 750 g - Pastas Garcia,FRE
291,1,Sorrentinos de JYQ 1/2 k - Pastas Garcia,FRZ
291,2,Costeletitas de cerdo 900 g - Frigorifico Giusti,FRZ
291,1,Medallones de Mijo y feijao 4 u - PRANA,FRZ
291,1,"Medallones de merluza, espinaca y queso - Solimeno",FRZ
291,1,Canasta de verdura chica (9 productos) - Misión Verde,FYV
291,1,Champiniones 250 g - Misión Verde,FYV
291,1,Perfumina 900 cc - El Libertador,LIM
291,2,Jabón líquido para ropa 800 cc - El Libertador,LIM
291,1,Suavizante 800 cc - El Libertador,LIM
291,1,Lavandina 1000 cc - Cooperativa La Esperanza,LIM
291,1,Trapo amarillo 1 u - Cooperativa La Esperanza,LIM
291,1,Bolsa de consorcio x 10 unidades 45x60 - Cooperativa La Esperanza,LIM
291,1,Bolsa de consorcio x 10 unidades 60x90 - Cooperativa La Esperanza,LIM
291,1,Jabon cremoso x 3 u x 125 g - Nivea,LIM
291,1,Pañuelos descartables 6 u - Elegante,LIM
291,2,Toallas femeninas 8 u - Siempre Libre,LIM
291,1,Antitranspirante masculino 90 g - Rexona,LIM
291,1,Detergente 300 ml - Cif,LIM
291,2,Esponja cuadriculada 1 u - Mortimer,LIM
291,1,Esponja de acero 1 u - Task,LIM
291,2,Yerba 1 kg - Andresito,PCL
291,1,Dulce de leche 400 g - Tan Violentamente Dulce,PCL
291,2,Soda sifón 2 l - Trechel,PCL
291,11,Leche largavida Descremada 1 L - Milkaut,PCL
291,10,Leche largavida Entera 1 L - Milkaut,PCL
291,3,Rollos de cocina 3 u - Dicha,PCL
291,4,Papel higienico 6u x 30 mts - Elegante,PCL
301,3,Aceite de girasol 900 cc - Zanoni,ALM
301,1,Vinagre alcohol 500 cc - Halconero,ALM
301,1,Salsa de soja 500 cc - Chuantong,ALM
301,1,Lata choclo en granos 350 g - Del Agricultor,ALM
301,4,Tomate perita 400 g - Mora,ALM
301,3,Puré de tomate 530 g - Mora,ALM
301,3,Atún en lata lomito 170 g - Bahía,ALM
301,1,Aceitunas verdes nº 0 x 360 gr - Buena Cosecha,ALM
301,1,Mermelada mandarina 450 g - Alimentos Natureza,ALM
301,2,Arroz pulido largo fino 00000 - Sabroz,ALM
301,8,Arroz largo fino 1 kg - Lucchetti,ALM
301,2,Sal gruesa 1 kg - Celusal,ALM
301,1,Harina 0000 1 kg - Chacabuco,ALM
301,1,Rebozador 500 g - Preferido,ALM
301,3,Fideos tallarines secos 500 g - Don Pepe,ALM
301,3,Fideos tirabuzon secos 500 g - Don Pepe,ALM
301,6,Fideos mostachol secos 500 g - Don Pepe,ALM
301,1,Lentejas agroecológicas 500 g - Poroto Santto,ALM
301,3,Bizcochos agridulces 200 g - 9 de Oro,ALM
301,3,Bizcochos salados 200 g - 9 de Oro,ALM
301,5,Galletitas Pepas 400 g - Terepín,ALM
301,1,Chocolate en polvo 180 g - Chocolino,ALM
301,5,Mayonesa 500 g - Zanoni,ALM
301,1,Mostaza 250 g - Savora,ALM
301,2,Salsa Golf 250 g - Cada Día,ALM
301,1,Caldos sabor verduras 4 u - Alicante,ALM
301,1,Té en saquitos 25 u - La Virginia,ALM
301,1,Yerba mate 25 u - La Hoja,ALM
301,14,Galletitas crackers de agua 300 g - Paseo,FRA
301,2,Galletas marineras Mix Semillas 400 g - NS,FRA
301,2,Familiar Salvado 600 g - Don Yeyo,FRA
301,1,Queso cremoso 500 g - Lácteos Rosario,FRE
301,4,Manteca pan 200 g - La Cabaña,FRE
301,1,Canasta de Quesos familiar - Lácteos La Resistencia,FRE
301,1,Queso saborizado ají orégano 350 g - Lácteos La Resistencia,FRE
301,1,Queso saborizado provenzal 350 g - Lácteos La Resistencia,FRE
301,3,Ravioles de verdura 1 k - Mil Hojas,FRE
301,1,Crema de leche 200 g - La Cabaña,FRE
301,2,Canasta Panchos - Varios,FRE
301,1,Tapas de empanadas 15 u - Don Sixto,FRE
301,4,Tapas de tarta 2 u - Don Sixto,FRE
301,1,"Medallones de merluza, espinaca y queso - Solimeno",FRZ
301,1,Lavandina 1000 cc - Cooperativa La Esperanza,LIM
301,1,Perfumina 1000 cc - Cooperativa La Esperanza,LIM
301,1,Trapo de piso 1 u - Cooperativa La Esperanza,LIM
301,1,Bolsa de consorcio x 10 unidades 45x60 - Cooperativa La Esperanza,LIM
301,2,Bolsa de consorcio x 10 unidades 60x90 - Cooperativa La Esperanza,LIM
301,2,Champu - Prunelle,LIM
301,1,Dentífrico 90 g - Colgate,LIM
301,3,Preservativos de latex x 3 u - Prime,LIM
301,1,Esponja de acero 1 u - Task,LIM
301,1,Limpiador cremoso blanco 750 g - Cif,LIM
301,1,Desodorante natural en crema 50 cc - Selvamor,LIM
301,9,Yerba 1 k - Titrayju,PCL
301,2,Yerba despalada 1/2 k - Titrayju,PCL
301,1,Dulce de leche 400 g - Tan Violentamente Dulce,PCL
301,3,Leche largavida Descremada 1 L - Milkaut,PCL
301,2,Rollos de cocina 3 u - Dicha,PCL
301,3,Papel higienico 6u x 30 mts - Elegante,PCL
329,2,Vinagre alcohol 500 cc - Halconero,ALM
329,1,Jugo de Limón 500 cc - Zanoni,ALM
329,1,Lata choclo en granos 350 g - Del Agricultor,ALM
329,4,Lata de Arvejas 350 g - Del Agricultor,ALM
329,2,Tomate perita 400 g - Mora,ALM
329,2,Puré de tomate 530 g - Mora,ALM
329,4,Atún en lata lomito 170 g - Bahía,ALM
329,2,Atún en lata desmenuzado 170 g - Bahía,ALM
329,1,Aceitunas verdes nº 0 x 360 gr - Buena Cosecha,ALM
329,2,Arroz largo fino 1 kg - Lucchetti,ALM
329,1,Harina 0000 1 kg - Chacabuco,ALM
329,2,Lentejas 400 g - Del Agricultor,ALM
329,1,Fideos tallarines secos 500 g - Don Pepe,ALM
329,2,Bizcochos agridulces 200 g - 9 de Oro,ALM
329,1,Bizcochos salados 200 g - 9 de Oro,ALM
329,1,Galletitas Pepas 400 g - Terepín,ALM
329,1,Ketchup 250 g - Hellmann's,ALM
329,1,Salsa Golf 250 g - Cada Día,ALM
329,1,Yerba mate 25 u - La Hoja,ALM
329,1,Pasas de uva sin semilla 250 g - Pronoar,ALM
329,1,Mani con cascara 500 g - Pronoar,ALM
329,1,Nueces peladas 250 g - Pronoar,ALM
329,1,Galletas marineras Mix Semillas 400 g - NS,FRA
329,2,Tortillas para tacos 12 u - Jalisqueño,FRA
329,1,Familiar Lacteado 600 g - Don Yeyo,FRA
329,1,Galletas de arroz integral x 100 g - All Rice,FRA
329,1,"Bandeja de 12 alfajores de maicena, con dulce de leche y coco - El Mejunje",FRA
329,2,Lengüitas de orégano o criollas 150 g - El Mejunje,FRA
329,1,Supremas de pollo 800 g - Frigorifico Giusti,FRE
329,2,Jamón cocido feteado 150 g - Embutidos Natali,FRE
329,2,Salchichas 6 u - Frigorífico Swift,FRE
329,2,Queso cremoso 500 g - Lácteos Rosario,FRE
329,1,Queso untable clásico 190 g - Milkaut,FRE
329,2,Manteca pan 200 g - La Cabaña,FRE
329,1,Canasta de Quesos familiar - Lácteos La Resistencia,FRE
329,1,Provoletas 2 u - Lácteos La Resistencia,FRE
329,1,Queso saborizado pimienta 350 g - Lácteos La Resistencia,FRE
329,1,Queso barra 400 g - Lácteos La Resistencia,FRE
329,3,Crema de leche 200 g - La Cabaña,FRE
329,1,Tallarines al huevo 1/2 K - Pastas Garcia,FRE
329,3,Yoghurt pote frutilla descremado 200 g - Milkaut,FRE
329,6,Yoghurt pote vainilla entero 200 g - Milkaut,FRE
329,1,Ñoquis de papa 750 g - Pastas Garcia,FRE
329,2,Hamburguesas 2u 80 g - Sugarosa,FRZ
329,1,Ravioles de calabaza y muzzarela 1 k - Alimentos con Amor,FRZ
329,2,Canasta de frutas chica (4 productos) - Misión Verde,FYV
329,2,Canasta de verdura chica (9 productos) - Misión Verde,FYV
329,1,Trapo amarillo 1 u - Cooperativa La Esperanza,LIM
329,1,Jabón en polvo para ropa 800 g - Drive,LIM
329,1,Bolsa de consorcio x 10 unidades 60x90 - Cooperativa La Esperanza,LIM
329,1,Shampoo 400 ml - Tresemmé,LIM
329,1,Dentífrico 90 g - Colgate,LIM
329,1,Desodorante bolilla 50 ml - Dove,LIM
329,1,Prestobarba 3 1 u - Gillette,LIM
329,2,Preservativos de latex x 3 u - Prime,LIM
329,1,Detergente 300 ml - Cif,LIM
329,1,Esponja cuadriculada 1 u - Mortimer,LIM
329,1,Esponja de acero 1 u - Task,LIM
329,2,Yerba 1 kg - Andresito,PCL
329,1,Yerba despalada 1/2 k - Titrayju,PCL
329,1,Soda sifón 2 l - Trechel,PCL
329,2,Leche largavida Descremada 1 L - Milkaut,PCL
329,2,Rollos de cocina 3 u - Dicha,PCL
329,2,Papel higienico 6u x 30 mts - Elegante,PCL
333,1,Aceite de girasol 900 cc - Zanoni,ALM
333,1,Rocio de Girasol para cocinar 150 cc - Zanoni,ALM
333,1,Garbanzos en lata remojados 350 g - Del Agricultor,ALM
333,2,Puré de tomate 530 g - Mora,ALM
333,1,Atún en lata desmenuzado 170 g - Bahía,ALM
333,1,Arroz largo fino 1 kg - Lucchetti,ALM
333,1,Sal gruesa 1 kg - Celusal,ALM
333,1,Fideos tallarines secos 500 g - Don Pepe,ALM
333,1,Galletitas Pepas 400 g - Terepín,ALM
333,2,Chocolate en polvo 180 g - Chocolino,ALM
333,2,Café de filtro 250 g - La Virginia,ALM
333,2,Té en saquitos 25 u - La Virginia,ALM
333,1,Yerba mate 25 u - La Hoja,ALM
333,1,Ralladito Vegetal 125 g - PRANA,FRA
333,1,Magdalenas rellenas con dulce de leche 250 g - Pozo,FRA
333,1,Galletitas crackers de agua 300 g - Paseo,FRA
333,2,Tostadas de mesa 200 g - Marinozzi,FRA
333,1,Galletas marineras Mix Semillas 400 g - NS,FRA
333,2,Familiar Lacteado 600 g - Don Yeyo,FRA
333,1,Familiar Salvado 600 g - Don Yeyo,FRA
333,1,Pan cinco semillas esenciales 400 g - Don Yeyo,FRA
333,10,Copos de Maiz tradicionales x 160 g - Granix,FRA
333,1,Pan Agroecológico con semillas - Coco Eco,FRA
333,1,Granola 250 g - Salvena Miel,FRA
333,4,Turrón castañas 1 u 100 g - Salvena Miel,FRA
333,2,Supremas de pollo 800 g - Frigorifico Giusti,FRE
333,1,Jamón Crudo feteado 150 g - Embutidos Natali,FRE
333,1,Queso cremoso 500 g - Lácteos Rosario,FRE
333,1,Queso untable azul 190 g - Milkaut,FRE
333,1,Queso crema 290 g - Milkaut,FRE
333,1,Manteca pan 200 g - La Cabaña,FRE
333,1,Queso saborizado ají orégano 350 g - Lácteos La Resistencia,FRE
333,1,Queso barra 400 g - Lácteos La Resistencia,FRE
333,1,Milanesas de soja 4 u - Shanti,FRE
333,1,Ravioles de verdura 1 k - Mil Hojas,FRE
333,4,Yoghurt pote vainilla entero 200 g - Milkaut,FRE
333,1,Bandeja 24 Sandwiches simples JyQ - Alimentos con Amor,FRE
333,1,Ravioles de rucula y parmesano 1 k - Alimentos con Amor,FRZ
333,2,"Medallones de merluza, espinaca y queso - Solimeno",FRZ
333,1,Canasta de verdura chica (9 productos) - Misión Verde,FYV
333,1,Champiniones 250 g - Misión Verde,FYV
333,1,Lavandina 1000 cc - Cooperativa La Esperanza,LIM
333,4,Bolsa de consorcio x 10 unidades 60x90 - Cooperativa La Esperanza,LIM
333,4,Jabón de tocador 3 u - Coop. Cañada Rosquín,LIM
333,1,Dentífrico 90 g - Colgate,LIM
333,1,Toallas femeninas 8 u - Siempre Libre,LIM
333,1,Protectores diarios sin alas 20 u - Carefree,LIM
333,1,Detergente 300 ml - Cif,LIM
333,1,Esponja de acero 1 u - Task,LIM
333,1,Desodorante para inodoro con red 25 g - Poett,LIM
333,1,Limpiador cremoso blanco 750 g - Cif,LIM
333,9,Yerba 1 k - Titrayju,PCL
333,1,Dulce de leche 400 g - Tan Violentamente Dulce,PCL
333,3,Vino Malbec 750ml. - Santa Julia,PCL
333,1,Vino tinto Malbec - Alaris,PCL
333,2,Soda sifón 2 l - Trechel,PCL
333,1,Leche largavida Descremada 1 L - Milkaut,PCL
333,6,Rollos de cocina 3 u - Dicha,PCL
333,2,Papel higienico 6u x 30 mts - Elegante,PCL
343,5,Aceite de girasol 900 cc - Zanoni,ALM
343,2,Vinagre alcohol 500 cc - Halconero,ALM
343,4,Lata choclo en granos 350 g - Del Agricultor,ALM
343,3,Lata de Arvejas 350 g - Del Agricultor,ALM
343,3,Garbanzos en lata remojados 350 g - Del Agricultor,ALM
343,4,Puré de tomate 530 g - Mora,ALM
343,1,Atún en lata lomito 170 g - Bahía,ALM
343,1,Mermelada tomate 450 g - Alimentos Natureza,ALM
343,1,Arroz pulido largo fino 00000 - Sabroz,ALM
343,2,Lentejas 400 g - Del Agricultor,ALM
343,1,Fideos tallarines secos 500 g - Don Pepe,ALM
343,1,Fideos tirabuzon secos 500 g - Don Pepe,ALM
343,2,Bizcochos agridulces 200 g - 9 de Oro,ALM
343,2,Bizcochos salados 200 g - 9 de Oro,ALM
343,4,Galletitas Pepas 400 g - Terepín,ALM
343,1,Mayonesa 500 g - Zanoni,ALM
343,1,Mostaza 250 g - Savora,ALM
343,2,Ketchup 250 g - Hellmann's,ALM
343,1,Salsa Golf 250 g - Cada Día,ALM
343,2,Yerba mate 25 u - La Hoja,ALM
343,1,Manies pelados salados 250 g - Pronoar,ALM
343,2,Mix de frutos secos 250 g - Pronoar,ALM
343,1,Galletitas de harina integral y azucar mascabo 180 g - Panamby,FRA
343,2,Magdalenas rellenas con dulce de leche 250 g - Pozo,FRA
343,2,Galletitas crackers de agua 300 g - Paseo,FRA
343,1,Tostadas de mesa 200 g - Marinozzi,FRA
343,1,Galletitas dulces con avena 180 g - Marinozzi,FRA
343,1,Barrita de arroz con baño Marroc 6 u - Crowie,FRA
343,1,Familiar Salvado 600 g - Don Yeyo,FRA
343,1,Pan cinco semillas esenciales 400 g - Don Yeyo,FRA
343,3,Galletitas de arroz 150 g - Molinos del Bosque,FRA
343,1,Galletas de arroz integral x 100 g - All Rice,FRA
343,1,Lengüitas de orégano o criollas 150 g - El Mejunje,FRA
343,1,Chorizo parrillero x 5 unidades - Frigorifico Giusti,FRE
343,2,Pechito de cerdo - Frigorifico Giusti,FRE
343,1,Cuadrada feteada 850 g - Frigorifico Giusti,FRE
343,1,Pulpa de cerdo 1 k - Frigorífico Los Abuelos,FRE
343,1,Supremas de pollo 800 g - Frigorifico Giusti,FRE
343,1,Salchichas 6 u - Frigorífico Swift,FRE
343,2,Queso cremoso 500 g - Lácteos Rosario,FRE
343,1,Queso untable azul 190 g - Milkaut,FRE
343,2,Queso crema 290 g - Milkaut,FRE
343,3,Manteca pan 200 g - La Cabaña,FRE
343,2,Canasta de Quesos - Lácteos La Resistencia,FRE
343,1,Provoletas 2 u - Lácteos La Resistencia,FRE
343,1,Queso saborizado ají orégano 350 g - Lácteos La Resistencia,FRE
343,2,Queso saborizado provenzal 350 g - Lácteos La Resistencia,FRE
343,1,Queso saborizado tradicional 350 g - Lácteos La Resistencia,FRE
343,4,Queso saborizado pimienta 350 g - Lácteos La Resistencia,FRE
343,1,Queso barra 400 g - Lácteos La Resistencia,FRE
343,2,Crema de leche 200 g - La Cabaña,FRE
343,1,Tapas de tarta 2 u - Don Sixto,FRE
343,15,Yoghurt pote vainilla entero 200 g - Milkaut,FRE
343,1,Raviolones integrales de Ricota y Nuez - Panamby,FRZ
343,1,Ravioles integrales de ricota y verdura - Panamby,FRZ
343,3,Costeletitas de cerdo 900 g - Frigorifico Giusti,FRZ
343,1,Hamburguesas Porotos negros y zanahoria - Souno,FRZ
343,1,Hamburguesas de roquefort al verdeo - Souno,FRZ
343,1,"Medallones de merluza, espinaca y queso - Solimeno",FRZ
343,1,Canasta de verduras grande (13 productos) - Misión Verde,FYV
343,1,Canasta de frutas grande (6 productos) - Misión Verde,FYV
343,1,Tomate cherry 1 k - Misión Verde,FYV
343,2,Zapallo kabutia - Misión Verde,FYV
343,1,Lavandina 1000 cc - El Libertador,LIM
343,2,Perfumina 900 cc - El Libertador,LIM
343,2,Jabón líquido para ropa 800 cc - El Libertador,LIM
343,2,Lavandina 1000 cc - Cooperativa La Esperanza,LIM
343,2,Jabón líquido para ropa - Cooperativa La Esperanza,LIM
343,1,Jabon liquido repuesto x 300 ml - Algabo,LIM
343,1,Suavizante 1000 cc - Cooperativa La Esperanza,LIM
343,1,Aerosol desinfectante 360 cc - Lysoform,LIM
343,1,Jabón en polvo para ropa 800 g - Drive,LIM
343,1,Bolsa de consorcio x 10 unidades 45x60 - Cooperativa La Esperanza,LIM
343,1,Jabón de tocador 3 u - Coop. Cañada Rosquín,LIM
343,1,Jabon cremoso x 3 u x 125 g - Nivea,LIM
343,1,Pañuelos descartables 6 u - Elegante,LIM
343,1,Talco para pies x 200 g - Algabo foot,LIM
343,3,Dentífrico 90 g - Colgate,LIM
343,1,Toallas femeninas 8 u - Siempre Libre,LIM
343,2,Protectores diarios sin alas 20 u - Carefree,LIM
343,2,Preservativos de latex x 3 u - Prime,LIM
343,2,Detergente 300 ml - Cif,LIM
343,2,Esponja cuadriculada 1 u - Mortimer,LIM
343,1,Yerba 1 k - Titrayju,PCL
343,2,Yerba 1 kg - Andresito,PCL
343,2,Yerba despalada 1/2 k - Titrayju,PCL
343,1,Dulce de leche 400 g - Tan Violentamente Dulce,PCL
343,1,Vino Malbec 750ml. - Santa Julia,PCL
343,1,Cerveza en lata Cream Ale 473 ml - Keinkater,PCL
343,1,Soda sifón 2 l - Trechel,PCL
343,4,Leche largavida Descremada 1 L - Milkaut,PCL
343,6,Rollos de cocina 3 u - Dicha,PCL
343,4,Papel higienico 6u x 30 mts - Elegante,PCL
348,1,Aceite de girasol 900 cc - Zanoni,ALM
348,3,Lata choclo en granos 350 g - Del Agricultor,ALM
348,1,Lata de Arvejas 350 g - Del Agricultor,ALM
348,1,Garbanzos en lata remojados 350 g - Del Agricultor,ALM
348,3,Puré de tomate 530 g - Mora,ALM
348,1,Atún en lata lomito 170 g - Bahía,ALM
348,2,Palmito enteros 400 g - Bahía,ALM
348,1,Atún en lata desmenuzado 170 g - Bahía,ALM
348,1,Arroz pulido largo fino 00000 - Sabroz,ALM
348,1,Harina 0000 1 kg - Chacabuco,ALM
348,2,Rebozador 500 g - Preferido,ALM
348,2,Lentejas 400 g - Del Agricultor,ALM
348,3,Fideos tallarines secos 500 g - Don Pepe,ALM
348,3,Fideos tirabuzon secos 500 g - Don Pepe,ALM
348,2,Fideos mostachol secos 500 g - Don Pepe,ALM
348,3,Galletitas Pepas 400 g - Terepín,ALM
348,9,Café de filtro 250 g - La Virginia,ALM
348,1,Mostaza 250 g - Savora,ALM
348,1,Caldos sabor verduras 4 u - Alicante,ALM
348,11,Té en saquitos 25 u - La Virginia,ALM
348,1,Pasas de uva sin semilla 250 g - Pronoar,ALM
348,1,Miel 500 g - Entre Pétalos,ALM
348,1,Miel 1 k - Entre Pétalos,ALM
348,2,Galletas marineras Mix Semillas 400 g - NS,FRA
348,1,Galletitas dulces con avena 180 g - Marinozzi,FRA
348,10,Barrita de arroz con baño chocolate 6 u - Crowie,FRA
348,7,Barrita de arroz con baño blanco 6 u - Crowie,FRA
348,9,Barrita de arroz con baño Marroc 6 u - Crowie,FRA
348,5,Familiar Lacteado 600 g - Don Yeyo,FRA
348,1,Familiar Salvado 600 g - Don Yeyo,FRA
348,3,Pan cinco semillas esenciales 400 g - Don Yeyo,FRA
348,4,Galletitas de arroz 150 g - Molinos del Bosque,FRA
348,1,Copos de Maiz azucarados x 240 g - Granix,FRA
348,1,Granola 250 g - Granola de Carola,FRA
348,1,Turrón higos 1u 100 g - Salvena Miel,FRA
348,1,Lengüitas de orégano o criollas 150 g - El Mejunje,FRA
348,1,Chorizo parrillero x 5 unidades - Frigorifico Giusti,FRE
348,1,Brazuelo sin hueso entero - Frigorifico Adalio,FRE
348,2,Supremas de pollo 800 g - Frigorifico Giusti,FRE
348,2,Jamón cocido feteado 150 g - Embutidos Natali,FRE
348,1,Salame crespón feteado 150 g - Embutidos Natali,FRE
348,3,Salchichas 6 u - Frigorífico Swift,FRE
348,3,Queso cremoso 500 g - Lácteos Rosario,FRE
348,13,Queso crema 290 g - Milkaut,FRE
348,3,Manteca pan 200 g - La Cabaña,FRE
348,1,Canasta de Quesos familiar - Lácteos La Resistencia,FRE
348,1,Provoletas 2 u - Lácteos La Resistencia,FRE
348,2,Queso reggianito 250 g - Lácteos La Resistencia,FRE
348,1,Queso saborizado ají orégano 350 g - Lácteos La Resistencia,FRE
348,3,Queso saborizado tradicional 350 g - Lácteos La Resistencia,FRE
348,3,Queso barra 400 g - Lácteos La Resistencia,FRE
348,3,Salame picado grueso 300 g - Embutidos Natali,FRE
348,2,Ravioles de verdura 1 k - Mil Hojas,FRE
348,2,Crema de leche 200 g - La Cabaña,FRE
348,4,Tallarines al huevo 1/2 K - Pastas Garcia,FRE
348,2,Tapas de tarta 2 u - Don Sixto,FRE
348,1,Bandeja 48 Sandwiches simples Surtidos - Alimentos con Amor,FRE
348,4,Hamburguesas 2u 80 g - Sugarosa,FRZ
348,2,Costeletitas de cerdo 900 g - Frigorifico Giusti,FRZ
348,2,"Medallones de merluza, espinaca y queso - Solimeno",FRZ
348,5,Canasta de frutas chica (4 productos) - Misión Verde,FYV
348,2,Canasta de verdura chica (9 productos) - Misión Verde,FYV
348,1,Canasta de verduras grande (13 productos) - Misión Verde,FYV
348,3,Zapallo kabutia - Misión Verde,FYV
348,1,Suavizante 800 cc - El Libertador,LIM
348,8,Lavandina 1000 cc - Cooperativa La Esperanza,LIM
348,8,Perfumina 1000 cc - Cooperativa La Esperanza,LIM
348,2,Suavizante 1000 cc - Cooperativa La Esperanza,LIM
348,2,Aerosol desinfectante 360 cc - Lysoform,LIM
348,5,Jabón en polvo para ropa 800 g - Drive,LIM
348,2,Bolsa de consorcio x 10 unidades 45x60 - Cooperativa La Esperanza,LIM
348,2,Bolsa de consorcio x 10 unidades 60x90 - Cooperativa La Esperanza,LIM
348,1,Talco para pies x 200 g - Algabo foot,LIM
348,1,Desodorante aerosol - Dove,LIM
348,2,Toallas femeninas 8 u - Siempre Libre,LIM
348,3,Prestobarba 3 1 u - Gillette,LIM
348,3,Detergente 300 ml - Cif,LIM
348,4,Esponja cuadriculada 1 u - Mortimer,LIM
348,3,Esponja de acero 1 u - Task,LIM
348,3,Desodorante para inodoro con red 25 g - Poett,LIM
348,3,Limpiador cremoso blanco 750 g - Cif,LIM
348,4,Yerba 1 k - Titrayju,PCL
348,3,Yerba 1 kg - Andresito,PCL
348,5,Tomate triturado 950 g - Buena Cosecha,PCL
348,3,Dulce de leche 400 g - Tan Violentamente Dulce,PCL
348,4,Vino Malbec 750ml. - Santa Julia,PCL
348,20,Leche largavida Descremada 1 L - Milkaut,PCL
348,10,Leche largavida Entera 1 L - Milkaut,PCL
348,9,Rollos de cocina 3 u - Dicha,PCL
348,14,Papel higienico 6u x 30 mts - Elegante,PCL
391,4,Aceite de girasol 900 cc - Zanoni,ALM
391,1,Vinagre alcohol 500 cc - Halconero,ALM
391,1,Rocio de Girasol para cocinar 150 cc - Zanoni,ALM
391,1,Aceite de oliva organico extra virgen 500 cc - Pronoar,ALM
391,1,Jugo de Limón 500 cc - Zanoni,ALM
391,8,Lata de Arvejas 350 g - Del Agricultor,ALM
391,1,Atún en lata lomito 170 g - Bahía,ALM
391,1,Aceitunas verdes nº 0 x 360 gr - Buena Cosecha,ALM
391,1,Arroz largo fino 1 kg - Lucchetti,ALM
391,4,Lentejas 400 g - Del Agricultor,ALM
391,1,Lentejas agroecológicas 500 g - Poroto Santto,ALM
391,3,Galletitas Pepas 400 g - Terepín,ALM
391,2,Chocolate en polvo 180 g - Chocolino,ALM
391,1,Mayonesa 500 g - Zanoni,ALM
391,1,Mostaza 250 g - Savora,ALM
391,1,Condimento ají 50 g - Alicante,ALM
391,1,Condimento pimienta negra 25 g - Alicante,ALM
391,1,Condimento provenzal 50 g - Alicante,ALM
391,1,Caldos sabor verduras 4 u - Alicante,ALM
391,1,Té en saquitos 25 u - La Virginia,ALM
391,3,Yerba mate 25 u - La Hoja,ALM
391,1,Manies pelados salados 250 g - Pronoar,ALM
391,3,Mix de frutos secos 250 g - Pronoar,ALM
391,1,Nueces peladas 250 g - Pronoar,ALM
391,1,Galletitas de harina integral y azucar mascabo 180 g - Panamby,FRA
391,6,Galletitas crackers de agua 300 g - Paseo,FRA
391,1,Tostadas de mesa 200 g - Marinozzi,FRA
391,1,Galletitas dulces con avena 180 g - Marinozzi,FRA
391,3,Familiar Salvado 600 g - Don Yeyo,FRA
391,1,Pan cinco semillas esenciales 400 g - Don Yeyo,FRA
391,3,Galletitas de arroz 150 g - Molinos del Bosque,FRA
391,1,Galletas de arroz integral x 100 g - All Rice,FRA
391,2,Pan Agroecológico con semillas - Coco Eco,FRA
391,2,Turrón castañas 1 u 100 g - Salvena Miel,FRA
391,2,Pechito de cerdo - Frigorifico Giusti,FRE
391,1,Supremas de pollo 800 g - Frigorifico Giusti,FRE
391,1,Salchichas 6 u - Frigorífico Swift,FRE
391,3,Queso cremoso 500 g - Lácteos Rosario,FRE
391,1,Queso untable azul 190 g - Milkaut,FRE
391,1,Queso untable clásico 190 g - Milkaut,FRE
391,1,Queso crema 290 g - Milkaut,FRE
391,5,Manteca pan 200 g - La Cabaña,FRE
391,1,Canasta de Quesos familiar - Lácteos La Resistencia,FRE
391,1,Provoletas 2 u - Lácteos La Resistencia,FRE
391,1,Queso reggianito 250 g - Lácteos La Resistencia,FRE
391,1,Queso saborizado tradicional 350 g - Lácteos La Resistencia,FRE
391,2,Ravioles de verdura 1 k - Mil Hojas,FRE
391,1,Crema de leche 200 g - La Cabaña,FRE
391,1,Tapas de tarta 2 u - Don Sixto,FRE
391,1,Ravioles integrales de ricota y verdura - Panamby,FRZ
391,1,Sorrentinos de JYQ 1/2 k - Pastas Garcia,FRZ
391,3,Costeletitas de cerdo 900 g - Frigorifico Giusti,FRZ
391,1,Medallones de Mung quinoa jengibre cúrcuma - PRANA,FRZ
391,1,Hamburguesas lentejas al romero - Souno,FRZ
391,2,"Medallones de merluza, espinaca y queso - Solimeno",FRZ
391,3,Canasta de frutas chica (4 productos) - Misión Verde,FYV
391,2,Canasta de verdura chica (9 productos) - Misión Verde,FYV
391,1,Canasta de frutas grande (6 productos) - Misión Verde,FYV
391,1,Tomate cherry 1 k - Misión Verde,FYV
391,1,Lavandina 1000 cc - Cooperativa La Esperanza,LIM
391,1,Jabón líquido para ropa - Cooperativa La Esperanza,LIM
391,1,Trapo amarillo 1 u - Cooperativa La Esperanza,LIM
